"";"pass";"math";"activity";"school"
"4465";0;-2,946;-0,606;"63"
"4466";0;-0,421;0,123;"63"
"4467";0;-1,589;0,29;"63"
"4468";0;0,33;1,257;"63"
"4469";0;0,485;0,068;"63"
"4470";1;-0,752;-1,433;"63"
"4471";1;-0,741;1,671;"63"
"4472";0;-0,501;-0,067;"63"
"4473";1;0,321;-0,134;"63"
"4474";0;2,233;-0,822;"63"
"4475";0;-0,285;1,336;"63"
"4476";0;0,437;0,655;"63"
"4477";0;-1,294;1,386;"64"
"4478";0;-1,507;0,431;"64"
"4479";0;1,465;-0,55;"64"
"4480";0;-0,227;-1,122;"64"
"4481";0;-0,038;-0,182;"64"
"4482";1;0,21;-0,708;"64"
"4483";0;0,341;-0,891;"64"
"4484";1;0,731;-2,403;"64"
"4485";0;-0,069;-0,033;"64"
"4486";0;-0,333;0,945;"64"
"4487";0;1,649;0,496;"64"
"4488";0;0,228;1,438;"64"
"4489";0;0,904;1,073;"64"
"4490";0;-0,579;1,291;"64"
"4491";0;0,865;0,031;"64"
"4492";0;0,91;2,083;"64"
"4493";0;0,758;-0,819;"64"
"4494";0;-0,672;0,598;"64"
"4495";1;0,179;-2,862;"64"
"4496";0;-0,243;0,914;"64"
"4497";0;-0,231;0,004;"64"
"4498";0;-1,169;-0,518;"64"
"4499";1;-1,415;-1,571;"64"
"4500";0;-0,592;1,456;"64"
"4501";1;1,632;0,142;"64"
"4502";0;0,92;1,462;"64"
"4503";0;0,111;0,349;"64"
"4504";0;-0,907;-0,349;"64"
"4505";0;0,392;-0,357;"64"
"4506";0;-0,755;-0,111;"64"
"4507";1;-0,321;-0,288;"64"
"4508";1;0,926;-0,719;"64"
"4509";0;-0,889;-0,064;"64"
"4510";0;-0,347;0,584;"64"
"4511";0;-0,658;0,365;"64"
"4512";0;1,853;-1,052;"64"
"4513";0;-0,266;-0,057;"64"
"4514";0;0,604;0,825;"64"
"4515";0;-0,087;-0,42;"64"
"4516";0;-1,034;1,059;"64"
"4517";0;0,597;2,628;"64"
"4518";0;0,481;0,69;"64"
"4519";0;1,107;0,181;"64"
"4520";0;-0,914;0,645;"64"
"4521";0;1,768;0,124;"64"
"4522";0;-1,829;1,381;"64"
"4523";1;-1,425;-0,835;"64"
"4524";0;-0,33;-0,21;"64"
"4525";0;-0,249;-0,967;"64"
"4526";0;-0,368;-0,263;"64"
"4527";0;-0,759;0,483;"64"
"4528";0;0,202;-0,124;"64"
"4529";0;-0,982;-0,326;"64"
"4530";0;0,524;0,231;"64"
"4531";0;-0,558;-1,413;"64"
"4532";1;2,102;-0,832;"64"
"4533";0;1,092;-0,944;"64"
"4534";0;1,251;2,148;"64"
"4535";1;-0,145;-2,555;"64"
"4536";0;0,221;-0,757;"64"
"4537";0;-0,697;0,554;"64"
"4538";1;0,03;-0,974;"64"
"4539";0;0,401;-0,08;"64"
"4540";0;0,033;0,267;"64"
"4541";0;0,005;0,519;"64"
"4542";1;-0,167;-2,154;"64"
"4543";1;0,091;-0,548;"64"
"4544";0;0,526;-1,645;"64"
"4545";0;1,029;-0,593;"64"
"4546";0;-0,84;0,187;"64"
"4547";0;-0,386;0,674;"64"
"4548";1;-1,888;-2,007;"64"
"4549";0;1,078;1,292;"64"
"4550";0;0,585;0,64;"64"
"4551";1;0,364;-0,747;"64"
"4552";1;-0,161;0,056;"64"
"4553";1;0,802;-1,473;"64"
"4554";0;-0,034;0,357;"64"
"4555";1;0,682;-1,252;"65"
"4556";1;0,647;-1,263;"65"
"4557";0;-1,087;-0,152;"65"
"4558";1;1,251;-0,278;"65"
"4559";1;1,79;-0,283;"65"
"4560";1;0,175;-0,803;"65"
"4561";1;-0,722;0,269;"65"
"4562";1;0,079;-0,822;"65"
"4563";1;-1,022;-0,68;"65"
"4564";1;0,671;0,015;"65"
"4565";0;0,508;-1,837;"65"
"4566";1;-0,554;1,353;"65"
"4567";0;-1,459;0,025;"65"
"4568";1;-2,494;0,035;"65"
"4569";1;0,472;1,122;"65"
"4570";0;-0,082;1,507;"65"
"4571";1;-1,202;-1,814;"65"
"4572";1;1,453;1,255;"65"
"4573";1;1,073;0,533;"65"
"4574";1;1,842;-2,029;"65"
"4575";0;-0,581;0,881;"65"
"4576";1;-0,256;-0,636;"65"
"4577";0;-1,662;0,432;"65"
"4578";1;2,045;0,446;"65"
"4579";1;-1,081;1,982;"65"
"4580";1;1,034;-0,289;"65"
"4581";1;-1,752;-0,522;"65"
"4582";1;0,973;2,351;"65"
"4583";1;-0,963;-0,182;"65"
"4584";1;-1,259;0,27;"65"
"4585";1;-1,179;0,257;"65"
"4586";1;-0,362;-1,039;"65"
"4587";0;0,168;0,293;"65"
"4588";1;-0,065;0,401;"65"
"4589";1;-0,457;-1,057;"65"
"4590";0;-1,302;0,777;"65"
"4591";1;2,104;-0,812;"65"
"4592";1;-0,726;0,632;"65"
"4593";1;-2,128;-1,162;"65"
"4594";1;-0,118;-0,495;"65"
"4595";1;1,267;-0,238;"65"
"4596";1;-1,489;0,236;"65"
"4597";1;-0,44;0,821;"65"
"4598";0;0,026;1,742;"65"
"4599";1;0,222;-0,472;"65"
"4600";1;-0,462;-0,831;"65"
"4601";0;0,498;0,069;"65"
"4602";1;0,948;2,889;"65"
"4603";1;-0,88;-1,549;"65"
"4604";0;-0,617;0,937;"65"
"4605";1;0,648;1,067;"65"
"4606";1;-0,057;0,219;"65"
"4607";0;0,326;1,494;"65"
"4608";1;0,687;0,361;"65"
"4609";0;0,172;1,003;"65"
"4610";1;1,416;-1,217;"65"
"4611";1;0,879;-1,098;"65"
"4612";1;-0,191;0,526;"65"
"4613";1;0,163;1,521;"65"
"4614";1;-0,015;-0,275;"65"
"4615";1;-0,183;0,292;"65"
"4616";1;0,079;-1,162;"65"
"4617";0;0,271;0,61;"65"
"4618";1;-1,523;-0,4;"65"
"4619";0;-0,576;1,203;"65"
"4620";1;-0,715;-0,18;"65"
"4621";1;0,822;-0,546;"65"
"4622";1;-0,865;-0,528;"65"
"4623";1;0,506;1,772;"65"
"4624";1;-0,954;-0,354;"65"
"4625";0;1,096;0,386;"65"
"4626";1;-1,909;-0,141;"65"
"4627";1;1,339;-1,221;"65"
"4628";0;-0,781;-1,511;"66"
"4629";0;-0,108;-0,662;"66"
"4630";0;-1,621;1,1;"66"
"4631";0;0,005;0,21;"66"
"4632";0;1,518;-0,077;"66"
"4633";0;-2,023;-0,179;"66"
"4634";0;0,513;-1,29;"66"
"4635";0;0,45;-0,356;"66"
"4636";0;-1,874;-1,581;"66"
"4637";0;-0,085;1,393;"66"
"4638";0;-0,966;-0,039;"66"
"4639";0;0,646;-0,676;"66"
"4640";0;0,727;-0,637;"66"
"4641";1;-0,162;0,855;"66"
"4642";0;0,842;0,159;"66"
"4643";0;-0,064;-0,55;"66"
"4644";0;1,383;-0,659;"66"
"4645";0;-0,605;-1,653;"66"
"4646";0;-0,744;-0,549;"66"
"4647";0;-0,492;0,84;"66"
"4648";0;0,452;0,374;"66"
"4649";0;-0,253;0,64;"66"
"4650";0;-0,508;0,421;"66"
"4651";0;-0,644;-0,509;"66"
"4652";0;-1,478;1,374;"66"
"4653";1;-0,437;2,211;"66"
"4654";0;0,977;0,52;"66"
"4655";0;1,331;0,532;"66"
"4656";0;0,961;-0,604;"66"
"4657";0;0,078;0,053;"66"
"4658";0;0,27;-0,062;"66"
"4659";0;0,467;-0,711;"66"
"4660";0;-0,167;-0,286;"66"
"4661";1;1,27;0,441;"66"
"4662";0;-0,306;0,381;"66"
"4663";0;-1,536;0,939;"66"
"4664";0;0,026;0,019;"66"
"4665";1;-0,996;0,449;"66"
"4666";0;0,305;-0,509;"66"
"4667";0;-0,775;-0,53;"66"
"4668";0;-1,132;0,538;"66"
"4669";0;0,099;0,68;"66"
"4670";0;-2,653;-0,33;"66"
"4671";0;0,018;-0,143;"66"
"4672";0;0,685;-1,151;"66"
"4673";0;1,547;0,558;"66"
"4674";0;-0,641;0,881;"66"
"4675";0;-0,516;-0,584;"66"
"4676";1;-0,132;0,775;"66"
"4677";0;-0,222;-0,239;"66"
"4678";0;-0,097;0,562;"66"
"4679";0;0,855;1,404;"66"
"4680";0;-2,184;1,618;"66"
"4681";0;-2,626;-0,318;"66"
"4682";0;-0,355;-1,143;"66"
"4683";0;-0,268;-0,775;"66"
"4684";1;0,128;1,725;"66"
"4685";0;0,091;-0,563;"66"
"4686";0;0,188;-0,338;"66"
"4687";0;-0,399;0,829;"66"
"4688";0;-0,508;0,463;"66"
"4689";0;0,181;0,859;"66"
"4690";0;0,733;-0,443;"66"
"4691";0;0,403;-1,73;"66"
"4692";0;0,119;-0,022;"66"
"4693";0;0,197;0,265;"66"
"4694";0;0,736;-0,004;"66"
"4695";0;0,422;0,319;"66"
"4696";0;-1,406;-0,062;"66"
"4697";0;-0,409;-1,744;"66"
"4698";0;1,103;0,328;"66"
"4699";0;0,207;1,107;"66"
"4700";1;-1,27;0,57;"66"
"4701";1;0,436;0,151;"66"
"4702";0;-0,908;0,735;"66"
"4703";0;-0,293;-0,986;"66"
"4704";0;-0,904;1,235;"66"
"4705";0;0,302;-0,724;"66"
"4706";0;0,182;-0,658;"66"
"4707";0;-0,267;-0,87;"66"
"4708";0;1,495;-0,321;"66"
"4709";1;0,281;1,427;"66"
"4710";0;-1,493;-0,076;"66"
"4711";1;1,314;2,313;"66"
"4712";0;0,058;1,419;"66"
"4713";0;0,503;0,423;"66"
"4714";0;0,035;1,207;"66"
"4715";0;0,037;-0,061;"66"
"4716";0;1,113;0,387;"66"
"4717";0;1,819;-0,723;"66"
"4718";0;-1,631;-1,304;"66"
"4719";0;-0,47;0,173;"66"
"4720";1;-0,213;1,92;"66"
"4721";0;1,3;-0,506;"66"
"4722";0;-0,21;-0,199;"66"
"4723";0;-0,027;-0,897;"66"
"4724";0;0,458;0,669;"67"
"4725";1;0,208;0,441;"67"
"4726";0;-1,854;-0,241;"67"
"4727";0;-0,821;0,468;"67"
"4728";0;1,833;-1,424;"67"
"4729";0;-1,74;-0,086;"67"
"4730";1;0,48;0,433;"67"
"4731";1;-0,155;1,099;"67"
"4732";1;2,2;0,143;"67"
"4733";1;0,43;0,326;"67"
"4734";0;0,056;-0,827;"67"
"4735";0;-1,547;-1,695;"67"
"4736";0;1,019;-0,431;"67"
"4737";0;-2,224;-0,108;"67"
"4738";0;2,588;-0,414;"67"
"4739";1;0,655;-0,061;"67"
"4740";1;-0,781;1,305;"67"
"4741";0;0,644;-0,82;"67"
"4742";0;-1,482;-1,516;"67"
"4743";1;4,093;-0,133;"67"
"4744";1;1,774;1,521;"67"
"4745";0;-0,529;1,072;"67"
"4746";1;-0,776;0,342;"67"
"4747";0;0,55;-0,106;"67"
"4748";1;-1,14;0,992;"67"
"4749";0;0,053;-0,072;"67"
"4750";0;0,135;-1,386;"67"
"4751";1;0,121;1,211;"67"
"4752";1;0,536;-0,307;"67"
"4753";1;0,029;1,534;"67"
"4754";0;0,531;-0,328;"67"
"4755";1;1,497;0,485;"67"
"4756";0;-1,01;0,098;"67"
"4757";0;-0,997;0,241;"67"
"4758";0;-1,027;1,115;"67"
"4759";1;0,044;1,45;"67"
"4760";0;-0,423;-1,498;"67"
"4761";0;1,41;-1,128;"67"
"4762";0;-0,17;-0,342;"67"
"4763";0;1,039;-1,301;"67"
"4764";1;-0,116;2,981;"67"
"4765";0;1,524;-0,627;"67"
"4766";1;-0,679;-0,305;"67"
"4767";0;1,077;-1,584;"67"
"4768";1;-0,13;0,443;"67"
"4769";0;0,365;-0,672;"67"
"4770";0;-0,278;-1,368;"67"
"4771";1;0,853;-1,358;"67"
"4772";1;-1,547;0,439;"67"
"4773";0;1,157;-2,171;"67"
"4774";0;0,309;-1,587;"67"
"4775";1;-0,386;-0,349;"67"
"4776";0;0,54;-0,599;"67"
"4777";0;1,108;-0,778;"67"
"4778";1;0,417;0,616;"67"
"4779";0;0,301;0,022;"67"
"4780";1;-0,432;0,957;"67"
"4781";0;-0,33;-0,054;"67"
"4782";0;-0,953;-1,978;"67"
"4783";1;1,031;0,47;"67"
"4784";1;-1,121;0,196;"67"
"4785";1;-0,906;0,05;"67"
"4786";0;1,23;-0,942;"67"
"4787";0;0,205;-0,317;"67"
"4788";0;1,779;-0,619;"67"
"4789";0;-0,07;-2,282;"67"
"4790";1;1,03;0,029;"67"
"4791";1;-0,042;-1,462;"68"
"4792";1;0,135;0,967;"68"
"4793";1;0,391;-1,637;"68"
"4794";0;-0,693;1,301;"68"
"4795";1;0,657;-0,921;"68"
"4796";1;-0,184;-1,256;"68"
"4797";1;1,498;-0,198;"68"
"4798";1;-0,15;-0,432;"68"
"4799";1;-0,721;-0,256;"68"
"4800";1;0,341;0,149;"68"
"4801";1;-1,979;0,125;"68"
"4802";1;-1,175;0,623;"68"
"4803";1;1,927;0,544;"68"
"4804";1;0,947;-0,47;"68"
"4805";1;0,099;-0,888;"68"
"4806";1;1,258;0,554;"68"
"4807";1;-0,976;-0,692;"68"
"4808";1;0,085;1,908;"68"
"4809";1;-0,403;0,309;"68"
"4810";1;0,56;1,143;"68"
"4811";0;0,009;0,219;"68"
"4812";1;1,19;-0,782;"68"
"4813";0;-1,484;1,696;"68"
"4814";0;1,038;1,419;"68"
"4815";1;-0,495;-0,019;"68"
"4816";1;0,686;-0,755;"68"
"4817";1;0,58;-2,222;"68"
"4818";1;-0,02;0,371;"68"
"4819";0;0,686;1,783;"68"
"4820";0;-0,452;0,94;"68"
"4821";0;-0,341;0,269;"68"
"4822";1;-1,371;0,187;"68"
"4823";1;2,156;-0,438;"68"
"4824";1;-0,097;0,374;"68"
"4825";1;0,468;-0,999;"68"
"4826";1;1,564;-0,469;"68"
"4827";1;-0,738;0,92;"68"
"4828";1;-2,541;-0,145;"68"
"4829";1;-1,054;0,511;"68"
"4830";1;-0,808;0,946;"68"
"4831";1;0,275;-0,415;"68"
"4832";1;1,258;-0,858;"68"
"4833";1;0,282;-0,225;"68"
"4834";1;-1,421;0,468;"68"
"4835";1;1,498;0,144;"68"
"4836";1;0,783;0,388;"68"
"4837";1;-1,155;-1,197;"68"
"4838";1;-0,175;-0,265;"68"
"4839";1;0,545;-0,975;"68"
"4840";1;1,455;-0,119;"68"
"4841";1;-0,006;-0,892;"68"
"4842";1;0,938;0,572;"68"
"4843";1;-0,018;-0,032;"68"
"4844";0;1,554;1,075;"68"
"4845";0;-0,111;1,561;"68"
"4846";1;2,047;0,03;"68"
"4847";1;1,863;-0,314;"68"
"4848";0;0,808;1,148;"68"
"4849";0;-0,498;0,733;"68"
"4850";1;0,458;0,841;"68"
"4851";1;0,252;-1,503;"68"
"4852";1;1,182;0,268;"68"
"4853";1;0,489;-1,227;"68"
"4854";1;-0,088;-1,389;"68"
"4855";0;-1,273;1,077;"68"
"4856";0;-0,772;1,052;"68"
"4857";1;0,184;1,112;"68"
"4858";0;-1,524;0,582;"68"
"4859";1;-0,724;-1,715;"68"
"4860";0;-1,743;0,913;"68"
"4861";1;0,816;-0,487;"68"
"4862";1;-1,289;-1,602;"68"
"4863";1;1,977;-1,789;"68"
"4864";1;0,324;-0,792;"68"
"4865";0;-0,975;0,399;"69"
"4866";1;-0,307;-1,607;"69"
"4867";0;-0,212;-0,412;"69"
"4868";0;0,492;1,407;"69"
"4869";0;1,537;-1,128;"69"
"4870";1;0,174;-1,989;"69"
"4871";1;0,886;-0,091;"69"
"4872";0;-1,033;1,051;"69"
"4873";1;0,258;-1,278;"69"
"4874";1;0,401;-0,082;"69"
"4875";1;-0,073;-2,162;"69"
"4876";0;-0,802;0,978;"69"
"4877";0;-1,084;1,072;"69"
"4878";1;0,4;-1,899;"69"
"4879";0;-0,779;1,282;"69"
"4880";1;-0,86;-1,165;"69"
"4881";0;-0,238;1,893;"69"
"4882";1;-0,359;-1,808;"69"
"4883";0;0,69;-0,175;"69"
"4884";0;-0,54;0,971;"69"
"4885";0;0,415;1,188;"69"
"4886";0;1,771;0,556;"69"
"4887";0;0,61;0,617;"69"
"4888";0;0,388;1,226;"69"
"4889";0;0,659;0,697;"69"
"4890";0;0,729;0,066;"69"
"4891";0;-1,608;0,712;"69"
"4892";0;2,693;-0,313;"69"
"4893";0;0,595;0,79;"69"
"4894";1;-0,405;-1;"69"
"4895";0;-0,294;-0,112;"69"
"4896";1;0,097;-0,832;"69"
"4897";0;-0,368;1,577;"69"
"4898";0;-1,917;-0,282;"69"
"4899";0;-0,847;0,624;"69"
"4900";1;1,428;-1,349;"69"
"4901";1;0,307;-1,081;"69"
"4902";1;1,2;-0,654;"69"
"4903";1;0,49;-0,13;"69"
"4904";1;0,108;-1,112;"69"
"4905";0;0,571;-0,312;"69"
"4906";0;0,586;0,279;"69"
"4907";0;-1,013;-0,727;"69"
"4908";0;-1,289;-0,165;"69"
"4909";0;-0,387;-0,59;"69"
"4910";0;-0,273;1,687;"69"
"4911";0;0,208;0,9;"69"
"4912";1;1,615;-2,026;"69"
"4913";1;-1,234;-0,564;"69"
"4914";1;1,518;-0,278;"69"
"4915";0;-1,309;1,003;"69"
"4916";0;0,633;0,582;"69"
"4917";0;-1,055;0,922;"69"
"4918";0;0,172;0,168;"69"
"4919";0;1,819;0,218;"69"
"4920";1;-0,605;-0,323;"69"
"4921";0;1,686;-0,751;"69"
"4922";0;-1,611;0,849;"69"
"4923";0;0,519;-0,533;"69"
"4924";0;0,647;1,23;"69"
"4925";0;0,593;2,063;"69"
"4926";0;-1,893;1,628;"69"
"4927";0;1,341;-0,428;"69"
"4928";0;0,871;-0,898;"69"
"4929";0;-1,537;-0,765;"69"
"4930";1;0,891;-1,014;"69"
"4931";0;0,586;1,028;"69"
"4932";0;-1,722;-1,158;"69"
"4933";1;0,208;-0,08;"69"
"4934";0;0,534;-0,479;"69"
"4935";1;1,723;-0,508;"69"
"4936";1;-0,773;-1,417;"69"
"4937";0;0,014;1,007;"69"
"4938";0;-0,178;0,381;"69"
"4939";0;-1,235;0,284;"69"
"4940";0;0,866;1,093;"69"
"4941";0;-0,182;-0,612;"69"
"4942";0;0,072;0,164;"69"
"4943";1;-0,563;-0,334;"69"
"4944";0;0,251;1,039;"69"
"4945";0;-0,13;-0,765;"69"
"4946";1;-0,082;-0,938;"69"
"4947";0;-0,061;-0,217;"69"
"4948";0;1,097;0,198;"69"
"4949";1;-0,439;-1,051;"69"
"4950";1;1,727;-0,235;"69"
"4951";1;-0,562;-1,091;"69"
"4952";0;0,513;-1,563;"70"
"4953";0;-0,959;-0,083;"70"
"4954";1;0,764;-0,438;"70"
"4955";0;2,256;-1,185;"70"
"4956";1;-0,98;0,151;"70"
"4957";0;-0,379;0,608;"70"
"4958";0;2,301;-0,917;"70"
"4959";0;0,966;-1,268;"70"
"4960";0;-0,217;-0,735;"70"
"4961";0;-0,485;-0,447;"70"
"4962";0;-0,14;-0,96;"70"
"4963";0;2,618;-2,237;"70"
"4964";0;-1,852;-0,099;"70"
"4965";0;-0,844;-1,168;"70"
"4966";0;-0,291;-0,101;"70"
"4967";1;0,425;-0,357;"70"
"4968";1;-1,326;-0,026;"70"
"4969";0;-0,808;-1,906;"70"
"4970";0;-0,867;0,42;"70"
"4971";1;1,43;1,231;"70"
"4972";0;-1,491;0,912;"70"
"4973";1;-0,277;-1,352;"70"
"4974";1;0,455;0,053;"70"
"4975";1;1,53;0,352;"70"
"4976";0;0,554;0,277;"70"
"4977";0;-1,688;-0,114;"70"
"4978";0;-1,223;-1,097;"70"
"4979";0;0,253;-1,219;"70"
"4980";0;0,349;-1,09;"70"
"4981";0;-1,121;-0,748;"70"
"4982";0;-0,222;-0,628;"70"
"4983";0;0,376;0,167;"70"
"4984";0;-0,405;-0,223;"70"
"4985";0;-0,612;-0,852;"70"
"4986";0;-0,329;0,563;"70"
"4987";1;1,087;0,754;"70"
"4988";0;-1,126;0,367;"70"
"4989";1;-1,314;0,138;"70"
"4990";1;0,748;1,398;"70"
"4991";0;-0,361;-2,111;"70"
"4992";0;0,077;0,611;"70"
"4993";0;0,296;-1,939;"70"
"4994";0;0,081;-1,541;"70"
"4995";1;-2,167;0,904;"70"
"4996";1;0,143;0,423;"70"
"4997";0;-0,12;-2,034;"70"
"4998";1;1,701;0,585;"70"
"4999";1;1,51;0,414;"70"
"5000";0;-0,716;0,056;"70"
"5001";0;-0,464;-0,027;"70"
"5002";0;1,15;-0,563;"70"
"5003";1;-0,233;1,163;"70"
"5004";1;0,911;-0,02;"70"
"5005";0;-1,416;-1,307;"70"
"5006";0;-0,632;-0,687;"70"
"5007";0;0,856;-1,186;"70"
"5008";1;1,113;1,87;"70"
"5009";0;-1,972;-0,591;"70"
"5010";1;2,094;0,368;"70"
"5011";1;-0,131;0,288;"70"
"5012";0;-0,413;0,542;"70"
"5013";0;-1,891;-0,791;"70"
"5014";0;-1,179;0,258;"70"
"5015";0;-0,803;-2,417;"70"
"5016";1;0,299;0,662;"70"
"5017";1;-1,16;0,959;"70"
"5018";1;-0,952;0,856;"70"
"5019";0;0,427;-3,228;"70"
"5020";1;-0,03;1,91;"70"
"5021";1;0,418;0,435;"70"
"5022";0;-0,486;0,04;"70"
"5023";1;-0,526;0,828;"70"
"5024";0;-0,621;-0,437;"70"
"5025";1;-0,642;0,569;"70"
"5026";1;-0,157;0,29;"70"
"5027";0;1,594;-0,038;"70"
"5028";1;0,191;0,307;"70"
"5029";1;-0,435;0,765;"70"
"5030";1;0,491;0,907;"70"
"5031";1;-1,489;0,783;"70"
"5032";0;-1,633;-0,909;"70"
"5033";1;-0,212;0,368;"70"
"5034";1;-0,764;-0,196;"70"
"5035";1;0,173;-0,589;"70"
"5036";0;-0,369;-0,607;"70"
"5037";1;0,98;0,647;"70"
"5038";0;-0,219;-0,258;"70"
"5039";0;-1,777;-0,567;"70"
"5040";1;-0,744;0,367;"70"
"5041";1;-1,067;0,858;"70"
